# timestamp tx ty tz qx qy qz qw
1565871038.461300849915 0.077092009847 -0.008788030551 -0.078916718044 -0.507258350869 0.484493577480 0.432216537427 0.566695512272
1565871038.561300992966 0.085531633352 -0.010048198806 -0.082551634334 -0.507831595456 0.483875238084 0.431604723784 0.567176504302
1565871038.661301851273 0.092793399605 -0.011288126772 -0.085612575544 -0.508438336260 0.483251367517 0.430833082586 0.567751203402
1565871038.761441946030 0.101656884332 -0.012621401901 -0.090621588397 -0.509011224421 0.482694620921 0.430079470801 0.568282610277
1565871038.861443042755 0.109420810168 -0.013834894061 -0.094616940438 -0.509605500685 0.482095623497 0.429325118094 0.568828609030
1565871038.961443901062 0.117672105747 -0.015025024988 -0.098880125118 -0.510254631593 0.481440968744 0.428520262223 0.569407753212
1565871039.061444997787 0.127679848161 -0.016417837985 -0.104705825267 -0.510904008019 0.480789399736 0.427710771807 0.569984336076
1565871039.161445856094 0.135535214239 -0.017610711304 -0.109545403743 -0.511555621853 0.480135006306 0.426975472643 0.570502556727
1565871039.261446952820 0.143202122239 -0.018805745287 -0.115184490294 -0.512191217582 0.479491863171 0.426214415497 0.571042014048
1565871039.361448049545 0.153546609060 -0.020070421703 -0.123149633377 -0.512808519762 0.478960192742 0.425500435497 0.571466477775
1565871039.461448907852 0.163108968123 -0.021222040793 -0.130045728550 -0.513470402922 0.478335387327 0.424776063919 0.571934172852
1565871039.561452150345 0.173177908943 -0.022345204204 -0.136706215161 -0.514153144871 0.477681477920 0.423982603466 0.572455850899
1565871039.661453008652 0.186285513028 -0.023919449665 -0.145078356400 -0.514887611792 0.476954994302 0.423040687100 0.573097947729
1565871039.761519193649 0.196815202472 -0.025318367082 -0.151192114564 -0.515762317598 0.476110058524 0.422005407480 0.573776855559
1565871039.861520051956 0.207382530994 -0.026801865112 -0.156567660455 -0.516690656434 0.475189171339 0.420877366710 0.574533079280
1565871039.961522102356 0.216253777210 -0.027842995306 -0.159767846791 -0.517690952259 0.474215414649 0.419689573553 0.575305553867
1565871040.061523199081 0.228074583932 -0.029411441133 -0.165446170533 -0.518813315742 0.473089156768 0.418388875962 0.576168501072
1565871040.161524057388 0.242061428064 -0.031173610639 -0.172266458327 -0.519836243164 0.472072811295 0.417106767459 0.577009086297
1565871040.261525154114 0.253141352153 -0.032475958559 -0.177806758246 -0.520953487003 0.470996638473 0.415786375733 0.577833298350
1565871040.361526012421 0.266140664890 -0.034156578898 -0.184192140184 -0.521986254309 0.469935009504 0.414510515636 0.578681665151
1565871040.461527109146 0.277706650502 -0.035983706041 -0.189643548340 -0.523001499597 0.468856185793 0.413164975200 0.579601597418
1565871040.561529159546 0.288350010544 -0.037290286075 -0.194384044202 -0.524120401542 0.467761176354 0.411736040183 0.580491791326
1565871040.661530017853 0.300895252901 -0.038914042697 -0.200411112888 -0.525197395874 0.466641203951 0.410372124934 0.581384899373
1565871040.761430025101 0.315837268241 -0.040748844455 -0.207597652371 -0.526295176072 0.465568602498 0.409044322430 0.582187260509
1565871040.861431121826 0.328445046834 -0.042357048291 -0.213960722182 -0.527382728726 0.464426556877 0.407640119880 0.583099445526
1565871040.961431980133 0.340048905583 -0.043912631413 -0.219691967730 -0.528409259333 0.463342793324 0.406308305268 0.583961190146
