# timestamp tx ty tz qx qy qz qw
13119.5064519 -10.6453756504 1.49446232036 -11.4515246622 0.0610760655616, 0.326819024292 -0.170276387854 -0.927612522186
13119.5166592 -10.6472144675 1.47400373298 -11.452505766 0.0613259250867, 0.326763165081 -0.1711083395 -0.927462614348
13119.5264462 -10.648629615 1.45442691905 -11.4537430889 0.0615701605048, 0.326725539371 -0.171901830215 -0.927312945034
13119.536648 -10.6501026867 1.4345148029 -11.4548086192 0.061806400859, 0.326687366162 -0.172705753938 -0.927161289183
13119.5464505 -10.651619677 1.41506168729 -11.4558510307 0.06204862217, 0.326640404085 -0.17349348647 -0.927014576508
13119.5567017 -10.6532559058 1.39470647181 -11.4568675402 0.0623032878962, 0.326585008205 -0.174316802889 -0.926862549121
13119.5664506 -10.6548770186 1.37523739967 -11.4577272845 0.0625453713179, 0.326531930133 -0.175104667826 -0.926716423959
13119.5766515 -10.6564298164 1.354943664 -11.4587052182 0.0627927576284, 0.326480711856 -0.175927978675 -0.9265617954
13119.5864498 -10.6577628909 1.33574642797 -11.4597156562 0.0630022301166, 0.326442044956 -0.176705371473 -0.926413256586
13119.5966621 -10.6595996632 1.31556189236 -11.4603435692 0.063236056741, 0.326378833969 -0.17752826794 -0.92626225873
13119.6064517 -10.6607396583 1.29654443961 -11.4614737472 0.0634637158539, 0.326348368775 -0.178300544925 -0.92610907276
13119.6166718 -10.6620742395 1.27658795104 -11.4624515037 0.0637098298457, 0.326299419321 -0.179106990256 -0.925953796133
13119.6264487 -10.6631891975 1.2574325143 -11.4635448512 0.0639481330624, 0.326263766989 -0.179879838351 -0.925800104981
13119.6366613 -10.6641604189 1.23794929737 -11.4647717772 0.0641828958201, 0.326241450132 -0.180662318971 -0.92563934586
