# timestamp             tx             ty             tz             qx             qy             qz             qw  
1565871171.030463457108 0.141996794481 1.088619568793 -0.026210929146 -0.08908624645001981 0.6885054992301531 -0.056314753710012516 0.7175322060631596
1565871171.079463720322 0.141994567495 1.088610301399 -0.026207148582 -0.08912218440498648 0.6884865989338955 -0.056334390951991456 0.7175443371188912
1565871171.129463911057 0.141993757498 1.088604708024 -0.02621653751 -0.08912294037696133 0.6884777753797012 -0.05632969834697556 0.7175530777516886
1565871171.180464267731 0.142000490124 1.088617511691 -0.026301652009 -0.08912140877404831 0.6884727929203732 -0.05631955996003054 0.7175588443273891
1565871171.279464960098 0.141994236901 1.088578274017 -0.026355051325 -0.08915230358201337 0.6884457762791031 -0.056317739168008425 0.7175810700851074
1565871171.330465078354 0.142001367108 1.088609928518 -0.026357552718 -0.0891371460089598 0.6884372582806896 -0.05631576552197461 0.7175912800236764
1565871171.380465507507 0.142000065919 1.088619329639 -0.026283575769 -0.08913776232597041 0.6884346631377715 -0.056326899321981296 0.7175928193137618
1565871171.429465770721 0.1419990021 1.088620366706 -0.026255304865 -0.08914010347595354 0.6884323578396412 -0.05631834103497064 0.7175954118406258
1565871171.479466199875 0.141997982658 1.088615442602 -0.026256876141 -0.08912172892198394 0.6884267636378761 -0.05630798377198986 0.7176038736688712
1565871171.529466390610 0.14200079191 1.088618143006 -0.026305189562 -0.08913839145698299 0.6884153467688687 -0.05630955225798927 0.7176126335468632
1565871171.579466819763 0.141990945182 1.088573395194 -0.026306740762 -0.08913995072998109 0.6884080921768541 -0.05629686688898807 0.7176203944898475
1565871171.629467010498 0.141959762374 1.08844756738 -0.026234760354 -0.08916942065204339 0.688401788387335 -0.056349552464027425 0.7176186453143492
1565871171.679467201233 0.141865377667 1.088171341204 -0.025510829663 -0.08924803321697766 0.6883934387318276 -0.05641367422598586 0.7176118445498202
1565871171.779467821121 0.141841516092 1.088459168987 -0.0236020678 -0.08933379199301486 0.6883690369521145 -0.0565051808880094 0.717617382110119
1565871171.832468271255 0.141875928492 1.088694215753 -0.023217962931 -0.08934515444599432 0.6883609079969563 -0.05652569492499641 0.7176221495549545
1565871171.930468797684 0.140905573027 1.088711131505 -0.024330935302 -0.08926643136200808 0.6883640174620623 -0.05641898014000511 0.7176373613290651
1565871171.979469060898 0.140908049134 1.088473840875 -0.025530942061 -0.08922739232596426 0.6883685202857244 -0.056374115855977416 0.717641422856713
1565871172.029469490051 0.141872781799 1.087967481911 -0.026659796795 -0.08927795809803676 0.6883625854302833 -0.05642606180402322 0.7176367442702956
1565871172.079469680786 0.141795126874 1.087456712541 -0.027438949839 -0.08951574273202369 0.6883277747351821 -0.056702636129015 0.7176187130971899
1565871172.129470109940 0.141525433164 1.086254949592 -0.027370417487 -0.09007362136802803 0.6882547662272143 -0.05730554883301784 0.7175710373002233
1565871172.231470584869 0.139666158371 1.078698989072 -0.023447011802 -0.09288339672700531 0.6879646172560393 -0.06018386758600345 0.7172553674240407
1565871172.729473590851 0.139367689259 0.949004763507 0.1023026791 -0.13210356392297912 0.6825199666098923 -0.10044322081698413 0.7117768631878879
1565871172.779474020004 0.138942539445 0.936317091654 0.111158697361 -0.1354118050469797 0.6819447881108976 -0.10385592092198441 0.7112164907478933
1565871172.831474304199 0.138536087558 0.923640071122 0.119371407544 -0.13858468104996055 0.6813686257758061 -0.1071387280599695 0.7106703700987977
1565871172.879474639893 0.140534772924 0.912438872514 0.127352901095 -0.14169906356705267 0.6807901469132531 -0.11039211538704106 0.7101124784922638
1565871172.931474924088 0.13941990059 0.901763764951 0.137491022031 -0.14487654144803333 0.6801929346671565 -0.11368297523902617 0.7095241648511632
1565871172.982475280762 0.138427026608 0.89205629208 0.149067888448 -0.14880273687405893 0.679455351671269 -0.1177340904010466 0.7087572606622805
1565871173.032475471497 0.138219269617 0.881924951687 0.162539392119 -0.15284685792303068 0.6786707627121361 -0.12187747497602444 0.7079475368671417
1565871173.079475879669 0.140187647566 0.872258524189 0.175586251259 -0.1548764284620011 0.6782735248870048 -0.12396306342900086 0.7075248944380049
1565871173.179476499557 0.138990805916 0.853152933786 0.201090417816 -0.16119104258409842 0.6769703053044134 -0.13045585581107966 0.7061939699624313
1565871173.279476881027 0.138274846676 0.834839674548 0.221143619816 -0.16684731008197853 0.6757542537739131 -0.1362355458709825 0.7049525088019091
1565871173.329477310181 0.139542685615 0.825776543117 0.230041106511 -0.1694237152370105 0.6751808699200418 -0.1388795397060086 0.7043712593940437
1565871173.379477500916 0.139039226403 0.817888476199 0.238699642496 -0.17184062862298874 0.6746309762079556 -0.1413585740239907 0.7038192934589537
1565871173.480478286743 0.138545180553 0.804492572247 0.256589470032 -0.176265382163934 0.6736206069027477 -0.14594171569194536 0.7027565785017367
