# timestamp tx ty tz qx qy qz qw
1565870750.324371337891 -0.302917312568 -0.258676989966 0.418797039451 -0.635537264245 0.313169007990 0.237229544865 0.664635013547
1565870750.424343585968 -0.308310835881 -0.318834276347 0.395288629379 -0.633178884036 0.319867376202 0.233290722007 0.665090070200
1565870750.524228572845 -0.323170879268 -0.384900864285 0.384943491277 -0.629908617564 0.326677197244 0.228485143639 0.666552084579
1565870750.624226570129 -0.347029654735 -0.456824089456 0.384831757506 -0.626067948424 0.333455919514 0.222706889479 0.668765814823
1565870750.724224567413 -0.371757423495 -0.532520427470 0.382511956874 -0.621669730478 0.339929108144 0.217420484724 0.671344382911
1565870750.824226379395 -0.395800650633 -0.609387939897 0.373811736221 -0.617026146691 0.346832281394 0.212572273730 0.673646146968
1565870750.924226999283 -0.417780272601 -0.689531729633 0.358532236124 -0.612089599365 0.353861419437 0.208424970970 0.675786541490
1565870751.024226903915 -0.439318846652 -0.769186375822 0.343652946488 -0.606999541163 0.360541737794 0.204626009994 0.678003988462
1565870751.124227046967 -0.464493660759 -0.845182474501 0.333674187125 -0.602032975593 0.366896736303 0.200428210790 0.680273190350
1565870751.224227190018 -0.491797859527 -0.921422716564 0.326975523633 -0.597044190501 0.372976998333 0.196162288893 0.682602922437
1565870751.324226856232 -0.520093412858 -0.991528012834 0.319884836885 -0.592046938006 0.379120925301 0.192283730976 0.684671245196
1565870751.424228906631 -0.546746487335 -1.053028479235 0.309684249598 -0.587172917396 0.385392581023 0.188736493803 0.686351993860
1565870751.524445056915 -0.572873781992 -1.114049193250 0.297544956381 -0.582402427872 0.391445242122 0.185389198449 0.687901794973
1565870751.624445915222 -0.600101869029 -1.175182517010 0.287049868567 -0.577626444779 0.397129118593 0.181999485599 0.689574028440
1565870751.724448919296 -0.629466474927 -1.236229630438 0.279993481366 -0.573101247676 0.402379701804 0.178074856374 0.691328345301
1565870751.824451923370 -0.659869031688 -1.295408377081 0.275110851565 -0.568776405709 0.407286016621 0.173718423346 0.693133039440
1565870751.924451112747 -0.690023289349 -1.352508562637 0.269550497002 -0.564707674146 0.412011080203 0.169520855375 0.694704823751
1565870752.024454116821 -0.720436204447 -1.409474178588 0.261461289067 -0.560691165793 0.416604057898 0.165346686941 0.696223346824
1565870752.124456167221 -0.751076870461 -1.466166481811 0.252186338099 -0.556497520777 0.421208003159 0.161077823606 0.697816782678
1565870752.224459171295 -0.782842006696 -1.524127666317 0.241999580791 -0.552296604819 0.425820145103 0.156609874559 0.699370439410
1565870752.324462175369 -0.814489443515 -1.581993545303 0.228812353249 -0.547904640207 0.430624740495 0.152296788705 0.700834164595
1565870752.424465179443 -0.844992679273 -1.640098578000 0.209353567936 -0.543208637835 0.435841191446 0.148665415050 0.702043749341
1565870752.524666070938 -0.873905012248 -1.699790425396 0.182975176570 -0.537909839212 0.441569535823 0.145665623176 0.703172010348
1565870752.624671936035 -0.901475241869 -1.759435652019 0.151412246186 -0.532206491879 0.447676859464 0.143241079003 0.704147479431
1565870752.724679946899 -0.929287770233 -1.819679304492 0.118000015023 -0.526234447379 0.453851109421 0.141046607915 0.705125755638
1565870752.824687004089 -0.957946121221 -1.879066391110 0.085430333445 -0.520346144528 0.459843253924 0.138793039515 0.706059886892
1565870752.924694776535 -0.985689153237 -1.934481021150 0.054719089058 -0.514649087802 0.465605295354 0.136647539280 0.706877270374
1565870753.024701118469 -1.010216097110 -1.985349830063 0.024005954582 -0.509167379220 0.471017638816 0.134994895801 0.707578505870
1565870753.124705553055 -1.029299626447 -2.029058945582 -0.009200148599 -0.503939707877 0.476019970044 0.134256424445 0.708113671270
1565870753.224711656570 -1.041227917583 -2.064590760439 -0.046267628136 -0.499042322734 0.480678789940 0.134678306027 0.708354723926
1565870753.324717521667 -1.045633368176 -2.091435366712 -0.085966655180 -0.494601611454 0.484946877486 0.136295146212 0.708250947817
1565870753.424724578857 -1.043589613866 -2.109994086566 -0.126198861307 -0.490650574552 0.488665368631 0.138909786134 0.707935196546
1565870753.524716377258 -1.036764322289 -2.122463032868 -0.166928353281 -0.487135423610 0.492001853864 0.142138917438 0.707410618388
1565870753.624719381332 -1.025533321572 -2.129014292551 -0.208637247363 -0.483979036583 0.494848466147 0.146194353517 0.706764811447
1565870753.724725484848 -1.010635382417 -2.132393558921 -0.253229936576 -0.480982482276 0.497613543629 0.150893419515 0.705880860265
1565870753.824731349945 -0.994156441078 -2.134150243947 -0.301361676645 -0.478005888725 0.500147279725 0.156225343086 0.704951566496
1565870753.924736499786 -0.978337963046 -2.137208025852 -0.352467420588 -0.474618739357 0.503230462007 0.161521909914 0.703851423937
1565870754.024744510651 -0.965425850330 -2.143679497787 -0.404126276801 -0.470815152076 0.506306005162 0.166579634008 0.703021014797
1565870754.124749183655 -0.954444657648 -2.151377580438 -0.454719290100 -0.466913598793 0.509663605251 0.171224304677 0.702080435728
1565870754.224755048752 -0.944213747504 -2.158648156986 -0.505359175644 -0.463120816342 0.512785068530 0.175945318178 0.701151786687
1565870754.324759960175 -0.932730899842 -2.162190685951 -0.556366746805 -0.459385291509 0.515894290572 0.180849159017 0.700079864431
1565870754.424766063690 -0.920030531618 -2.163956284640 -0.607805042846 -0.455829356260 0.518848387344 0.186150314518 0.698830458214
1565870754.524671077728 -0.907223253273 -2.164743916404 -0.660149053474 -0.452235300732 0.521664306710 0.191693055256 0.697569606881
1565870754.624678850174 -0.896122451190 -2.166591806998 -0.713010443392 -0.448500361206 0.524713682238 0.196939409326 0.696231173336
1565870754.724685907364 -0.887138371429 -2.170353492085 -0.765544375293 -0.444506543038 0.527861596573 0.201959678059 0.694973637268
1565870754.824692964554 -0.879125955877 -2.174091487589 -0.817966670768 -0.440462702490 0.531034379279 0.206873576329 0.693684668388
1565870754.924697399139 -0.871465268203 -2.176477186758 -0.869660048599 -0.436519059811 0.533981863476 0.211823089779 0.692420001544
1565870755.024703502655 -0.863276598680 -2.176763632666 -0.920711083259 -0.432772725562 0.536904036537 0.216905299137 0.690936983209
1565870755.124708414078 -0.855118135116 -2.175871393515 -0.970727120373 -0.429138398149 0.539509796425 0.221932103794 0.689576359877
1565870755.224715471268 -0.848344529196 -2.175496314186 -1.016010184745 -0.425773448404 0.541932510319 0.226454342947 0.688291039789
1565870755.324724435806 -0.843905618220 -2.176513585943 -1.050281006415 -0.423004213957 0.543754332191 0.229909562928 0.687415634149
1565870755.424729347229 -0.842122175052 -2.178383998974 -1.065919084775 -0.421361177065 0.544861653478 0.231668187510 0.686957340689
1565870755.524557352066 -0.841717894597 -2.178423175970 -1.067527135310 -0.420907956684 0.545331785610 0.232086669761 0.686720840898
1565870755.624559402466 -0.839956889866 -2.174978613090 -1.067313299260 -0.420939915014 0.545583165079 0.232318451705 0.686423145682
1565870755.724562406540 -0.832086907179 -2.165678430908 -1.079004909072 -0.420961712250 0.545672729898 0.233960499744 0.685780572213
1565870755.824566602707 -0.816738170241 -2.150133359523 -1.099597740989 -0.420942381190 0.545671896883 0.237357390632 0.684624832871
1565870755.924571514130 -0.795816589703 -2.127765343019 -1.120237002452 -0.421343372919 0.545161332257 0.241712903183 0.683259655141
1565870756.024574995041 -0.771334413349 -2.098338159023 -1.132625242903 -0.422777049087 0.544248243373 0.245729265788 0.681667473396
1565870756.124577999115 -0.743096690033 -2.061450730115 -1.133408125646 -0.425300083815 0.542610220430 0.249354510374 0.680085520761
1565870756.224581003189 -0.710486493724 -2.016771028711 -1.132095316375 -0.428745146642 0.540272126737 0.253442104074 0.678270394595
1565870756.324582815170 -0.672111282464 -1.964511426498 -1.136612456179 -0.432372785382 0.537656560550 0.258767078731 0.676031653345
1565870756.424585819244 -0.628899389121 -1.905242804403 -1.148222227899 -0.436014592245 0.534939594021 0.265129349024 0.673377557084
1565870756.524751901627 -0.582743950546 -1.839469088321 -1.159801412202 -0.439965356749 0.531802001799 0.272008229645 0.670543539785
