86.5530000000	0.1137123861	0.5524346954	0.5117114741	0.6780671061	0.6840126255	-0.1425941639	0.2280759352
86.5900000000	0.1137473723	0.5524067872	0.5117273629	0.6780824379	0.6840101922	-0.1425958313	0.2280366050
86.6230000000	0.1137828801	0.5525674455	0.5116712321	0.6780516186	0.6839898151	-0.1427149442	0.2281148396
86.6570000000	0.1138608008	0.5525464273	0.5116865754	0.6780748944	0.6839800125	-0.1427452892	0.2280560514
86.6870000000	0.1138617255	0.5525522368	0.5116826047	0.6780752871	0.6839773091	-0.1427497756	0.2280601836
86.7200000000	0.1137036863	0.5524412791	0.5117097069	0.6780627657	0.6840144614	-0.1425927144	0.2280842391
86.7540000000	0.1132126434	0.5523252727	0.5116897627	0.6779988137	0.6840744323	-0.1422476456	0.2283098486
86.7870000000	0.1137165950	0.5524338646	0.5117139900	0.6780683131	0.6840122935	-0.1425954549	0.2280725353
86.8200000000	0.1132094458	0.5523240810	0.5116891781	0.6779985196	0.6840747494	-0.1422453196	0.2283112212
86.8540000000	0.1137473723	0.5524067872	0.5117273629	0.6780824379	0.6840101922	-0.1425958313	0.2280366050
86.8870000000	0.1137828801	0.5525674455	0.5116712321	0.6780516186	0.6839898151	-0.1427149442	0.2281148396
86.9210000000	0.1138617255	0.5525522368	0.5116826047	0.6780752871	0.6839773091	-0.1427497756	0.2280601836
86.9550000000	0.1137165950	0.5524338646	0.5117139900	0.6780683131	0.6840122935	-0.1425954549	0.2280725353
86.9870000000	0.1138846018	0.5525725444	0.5116790876	0.6780751052	0.6839728225	-0.1427746020	0.2280586390
87.0210000000	0.1137123861	0.5524346954	0.5117114741	0.6780671061	0.6840126255	-0.1425941639	0.2280759352
87.0550000000	0.1137151498	0.5525177267	0.5116775230	0.6780557428	0.6839953743	-0.1426462151	0.2281288998
87.0880000000	0.1137473723	0.5524067872	0.5117273629	0.6780824379	0.6840101922	-0.1425958313	0.2280366050
87.1200000000	0.1131681194	0.5522776575	0.5117030801	0.6779982851	0.6840875124	-0.1421935904	0.2283058991
87.1540000000	0.1136319696	0.5524056027	0.5117035755	0.6780682773	0.6840125570	-0.1425315443	0.2281117974
87.1910000000	0.1138617255	0.5525522368	0.5116826047	0.6780752871	0.6839773091	-0.1427497756	0.2280601836
87.2210000000	0.1138672559	0.5525590826	0.5116800997	0.6780741550	0.6839765826	-0.1427573329	0.2280609976
87.2530000000	0.1137662236	0.5525640753	0.5116661492	0.6780491209	0.6839913727	-0.1427049201	0.2281238644
87.2870000000	0.1138617255	0.5525522368	0.5116826047	0.6780752871	0.6839773091	-0.1427497756	0.2280601836
87.3210000000	0.1137165950	0.5524338646	0.5117139900	0.6780683131	0.6840122935	-0.1425954549	0.2280725353
87.3570000000	0.1137123861	0.5524346954	0.5117114741	0.6780671061	0.6840126255	-0.1425941639	0.2280759352
87.3870000000	0.1137123861	0.5524346954	0.5117114741	0.6780671061	0.6840126255	-0.1425941639	0.2280759352
87.4210000000	0.1137151498	0.5525177267	0.5116775230	0.6780557428	0.6839953743	-0.1426462151	0.2281288998
87.4530000000	0.1137165950	0.5524338646	0.5117139900	0.6780683131	0.6840122935	-0.1425954549	0.2280725353
87.4870000000	0.1137828801	0.5525674455	0.5116712321	0.6780516186	0.6839898151	-0.1427149442	0.2281148396
87.5200000000	0.1137473723	0.5524067872	0.5117273629	0.6780824379	0.6840101922	-0.1425958313	0.2280366050
87.5600000000	0.1137036863	0.5524412791	0.5117097069	0.6780627657	0.6840144614	-0.1425927144	0.2280842391
87.5870000000	0.1138617255	0.5525522368	0.5116826047	0.6780752871	0.6839773091	-0.1427497756	0.2280601836
87.6290000000	0.1138846018	0.5525725444	0.5116790876	0.6780751052	0.6839728225	-0.1427746020	0.2280586390
87.6540000000	0.1132094458	0.5523240810	0.5116891781	0.6779985196	0.6840747494	-0.1422453196	0.2283112212
87.6880000000	0.1136319696	0.5524056027	0.5117035755	0.6780682773	0.6840125570	-0.1425315443	0.2281117974
87.7200000000	0.1133003392	0.5523640051	0.5116824773	0.6780043547	0.6840630397	-0.1423218196	0.2282813012
87.7540000000	0.1137473723	0.5524067872	0.5117273629	0.6780824379	0.6840101922	-0.1425958313	0.2280366050
87.7890000000	0.1137123861	0.5524346954	0.5117114741	0.6780671061	0.6840126255	-0.1425941639	0.2280759352
87.8210000000	0.1138617255	0.5525522368	0.5116826047	0.6780752871	0.6839773091	-0.1427497756	0.2280601836
87.8540000000	0.1137036863	0.5524412791	0.5117097069	0.6780627657	0.6840144614	-0.1425927144	0.2280842391
87.8880000000	0.1132126434	0.5523252727	0.5116897627	0.6779988137	0.6840744323	-0.1422476456	0.2283098486
87.9200000000	0.1137063316	0.5524390197	0.5117125905	0.6780639326	0.6840145254	-0.1425922559	0.2280808647
87.9600000000	0.1133147564	0.5523679404	0.5116857257	0.6780053595	0.6840623323	-0.1423317412	0.2282742505
87.9870000000	0.1137165950	0.5524338646	0.5117139900	0.6780683131	0.6840122935	-0.1425954549	0.2280725353
88.0200000000	0.1133003392	0.5523640051	0.5116824773	0.6780043547	0.6840630397	-0.1423218196	0.2282813012
88.0530000000	0.1137123861	0.5524346954	0.5117114741	0.6780671061	0.6840126255	-0.1425941639	0.2280759352
88.0870000000	0.1137786702	0.5525682741	0.5116687177	0.6780504118	0.6839901476	-0.1427136515	0.2281182385
88.1220000000	0.1132094458	0.5523240810	0.5116891781	0.6779985196	0.6840747494	-0.1422453196	0.2283112212
88.1530000000	0.1137828801	0.5525674455	0.5116712321	0.6780516186	0.6839898151	-0.1427149442	0.2281148396
88.1920000000	0.1137473723	0.5524067872	0.5117273629	0.6780824379	0.6840101922	-0.1425958313	0.2280366050
88.2200000000	0.1137063316	0.5524390197	0.5117125905	0.6780639326	0.6840145254	-0.1425922559	0.2280808647
88.2550000000	0.1137786702	0.5525682741	0.5116687177	0.6780504118	0.6839901476	-0.1427136515	0.2281182385
88.2880000000	0.1136319696	0.5524056027	0.5117035755	0.6780682773	0.6840125570	-0.1425315443	0.2281117974
88.3210000000	0.1137828801	0.5525674455	0.5116712321	0.6780516186	0.6839898151	-0.1427149442	0.2281148396
88.3550000000	0.1138672559	0.5525590826	0.5116800997	0.6780741550	0.6839765826	-0.1427573329	0.2280609976
88.3920000000	0.1132094458	0.5523240810	0.5116891781	0.6779985196	0.6840747494	-0.1422453196	0.2283112212
88.4260000000	0.1137107181	0.5523895216	0.5117290543	0.6780800189	0.6840151917	-0.1425647687	0.2280482234
88.4530000000	0.1137151498	0.5525177267	0.5116775230	0.6780557428	0.6839953743	-0.1426462151	0.2281288998
88.4870000000	0.1138617255	0.5525522368	0.5116826047	0.6780752871	0.6839773091	-0.1427497756	0.2280601836
88.5200000000	0.1137036863	0.5524412791	0.5117097069	0.6780627657	0.6840144614	-0.1425927144	0.2280842391
88.5540000000	0.1132126434	0.5523252727	0.5116897627	0.6779988137	0.6840744323	-0.1422476456	0.2283098486
88.5880000000	0.1136319696	0.5524056027	0.5117035755	0.6780682773	0.6840125570	-0.1425315443	0.2281117974
88.5980000000	0.1137078949	0.5524404482	0.5117122229	0.6780639728	0.6840141295	-0.1425940052	0.2280808393
88.6340000000	0.1137063316	0.5524390197	0.5117125905	0.6780639326	0.6840145254	-0.1425922559	0.2280808647
88.6660000000	0.1137473723	0.5524067872	0.5117273629	0.6780824379	0.6840101922	-0.1425958313	0.2280366050
